TweetID,TimeOfDay,Tweet
1295,23,@DCatman9 @tigers Agree 100%. Bring up Moya. This is BS and someone needs to be held accountable. With Sale on the bump tomorrow...Sweep
1296,15,"""@ERREONATION: Promoters... Book me now... 6 months from now, it's gon run you a serious grip. Just a lil #headsup""--- Erreon is the truth"
1297,11,"Paint Engineer 2 ECL (Engineer Career Ladder) in Canton, MS http://t.co/7BxMOsV1 #job"
1298,4,Walk into the club and be like waddup I skate... http://t.co/RxPXZjKRvd
1299,20,BCKBlog: Nike Kids Nike Free Runs http://t.co/dKso9s3F
1300,1,I'm not walking No where
1301,3,This is not Dantonio Football
1302,0,Throw on some slipknot at the gym bout to combust
1303,1,Back on the jet ski
1304,20,@Krettlin_2 thanks for coming to Zumba
1305,23,@Biscuit_Power69 thank you so much! This means a lot! I'm really in to physical fitness!!
1306,18,@marcfell can you comment on air about the Belgian soccer guy and magic spray?
1307,23,my new bike! https://t.co/HltBjwOUHT
1308,15,The perfect gift for mom!!! Who doesn't like weekend lounge wear? Workout gear? Do you-while looking‰€_ http://t.co/NAOZ4pkUeE
1309,23,#cookingsongs Chop yo hands up - Cedric Stallings. Best son ever for cooking. It gets you in the mood.
1310,16,I love it when it rains. Watching the clouds come in at the gym.
1311,23,Wildcats and cross country at Oxford Invite #miprepzonecroscountry http://t.co/HAvwh2BdR0
1312,1,"That's what you get for walking Cabrera, Texas!"
1313,2,My stepmom was in the room for Butt-Butt Golf and I'm just not ashamed. #UDontKnoMyLife @RuPaulsDragRace #AllStars2
1314,6,"He told me ""bae I got football in the morning you don't so goodnight""_"
1315,0,And not like a glide of fucking paint
1316,21,I hate when I'm lifting on a bench and a bunch of dudes decide to curl around me. # getthefuckback #movebitch #gymproblems
1317,20,I got 1 Increase Overall Power on 8 Ball Pool http://t.co/w81ZrzSV5q
1318,22,"The only time I wear burberrys to swim, so you know this scarf is fake. #stillrockn #furberry  http://t.co/6ctEbyeZ"
1319,20,Praying I get this job at the plant . waiitng on an email . God please bless me with this job
1320,21,"Time is running out on your dreams, or so it feels. You have a... More for Leo https://t.co/6QxzOfZHlG"
1321,20,Wow Alhamdullilah this was good. Rarely can girls cook as good as this anymore http://t.co/kySkMr66pl
1322,1,Walk it out #StreetWear #ootd #AllBlackEverything #Overalls #Fashion‰€_ https://t.co/yj3fICBZWu
1323,15,"It's tempting to think that time is running out, which can pro... More for Sagittarius https://t.co/JrOwu1LFax"
1324,23,"How many of us acknowledge our crutches, but fail to notice our wings?\n#Believe"
1325,17,"Glad to know all my players for football are playing after 4, least I won't miss any of it"
1326,5,"Arbor Hill Pet Boarding Ann Arbor, MI FREE - DOG WALKING (Vets Recommended http://t.co/5PNIGRmw0u AnnArbor Pet Sitting &amp; Day Care #coupon"
1327,2,"I'm telling you I'm cleaning up, like I need to stop but I can't #thriftaholic"
1328,14,Olympic hockey USA and Russia in overtime.
1329,16,"Every time I walk and my ponytail goes side to side all I can the think of is the song ""I whip my hair back and forth"""
1330,19,"fuck a jugg,,,niggas afraid to get they hands dirty and risk a charge,,,run that check up"
1331,2,In case you missed it: New Story: Saline High School Girls Freshman Basketball falls to Dexter High School 21-32 https://t.co/hlPW1dRa9t
1332,17,"Did a spinning workout 21 miles in 54 mins and felt great. 90's day with the music,  awesome. http://bit.ly/ex190X"
1333,17,@ravinasniper thanks lady. I can't wait to run a half with you someday!! ;)
1334,5,@diamondjeremy21 wow they don't like kids then so why just run away
1335,5,@fanofdevils read the article. He sat the next game after he tripped a guy in the Louisville game. Stick to soccer &amp; worry about Arsenal. ‰œŒ’Ê_’ÀÈ
1336,17,"I'm at Life Time Fitness (40000 High Pointe Blvd., at Haggerty Rd., Novi) http://t.co/XYrf0IOE"
1337,5,My camel ran away _
1338,17,They don't want me here cause if they did they wouldn't care if I walked out. Eyes closing
1339,13,There's a long jump relay
1340,21,Lifts things bigger than you! #fitness #workout #trainer #corssfit (at Defined Personal‰€_ Lifts things... http://t.co/5KYmfPpPRV
1341,18,Damn that's a long ass fall dwn some stairs hope she's ok..how unfortunate
1342,17,@thekidnooneknow (walking to the class)
1343,21,Just ran into retired EMU photog Dick Schwartz! Great to see former mentors around town!
1344,23,"'Bloom County's' Bill and Opus are running for president, again - Robot 6 @ Comic Book Resources https://t.co/zB0zDBKEH4"
1345,12,Stevens goes carbon with XC Jura &amp; AM Whaka mountain bikes for 2017 ‰€“ Actual weights: Stevens has two big new... https://t.co/Y0AdLytAgy
1346,18,I'M RUNNING OUT OF TIME. WHERE IS MY RUNAWAY LOVE?
1347,11,"Baseball is reassuring.  It makes me feel as if the world is not going to blow up.  ~Sharon Olds, This Sporting Life."
1348,18,soccer season is literally the best time of the year
1349,0,"Update: I did not run in traffic, and I made it through the day ’Ê_’ü…"
1350,3,but baseball boys aren't
1351,17,"Best quote ever: ""Global warming is actually mother nature baking pies for jesus"" -R. Watson: Contrails vs. Chemtrails, http://bit.ly/gjw4mA"
1352,16,Them #GoodMorning squats got my lil booty on ’Ê_’«´’Ê_’À‹’Ê_’À_‰€ç‰™€•üè
1353,3,seems like yesterday I was walking into tryouts 4 years ago and now its really over.. gonna miss it like crazy #sweetblackgold #goodmemories
1354,5,Was curious about connections between authors...got carried away and spent the past 2 hrs writing a crawler. https://t.co/Dn2v6Ccvxr
1355,12,"You're walking on an emotional edge today, agitated by little ... More for Sagittarius http://t.co/2ET8kyhwdn"
1356,0,@HunterRoberts14 Wanna come over? I have a blowup pool we could fill with boiling water
1357,22,"I'm at Motor city crossfit in Sterling Heights, MI https://t.co/uvyiqCcXlO"
1358,4,I wish my knee wasn't fucked up I need to go for a run
1359,0,@badassasuka when he wakes up can we go for walk or go to the park
1360,16,"News flash, EMU: scrubbing paint off won't solve this problem!"
1361,16,Are you apart of a fitness center that does nothing more than rent access to their equipment?   What are you... http://bit.ly/cQX4iX
1362,22,I'm sleep walking while awake ! And I'm typing this tweet Fml zzzz
1363,18,Video: Pnk umbrellas #pink #rain #nomakeup #walk http://t.co/VrJn1NiEtf
1364,20,Butternut Squash and Kale Salad  http://t.co/82oQUhmKcT http://t.co/Er0OHTI0Do
1365,20,https://t.co/4X7nZmZPPW \n#crossfit \n#countryspiritcrossfit \n#fitness \n#healthyliving‰€_ https://t.co/9qwPtUSmZi
1366,7,"@downriverish its 2:14am and I ""wake up"" to go to YPSI for work, school, and a morning workout at 5:30am. ’Ê_’ü¢’Ê_’«Ç"
1367,21,I added a video to a @YouTube playlist http://t.co/UGztiHcq94 Tuesday night volleyball Adam Butzel 10-29-13 10500 lyndon 48238 pt 1
1368,11,Feelings run strong as the passion of attraction and the poten... More for Scorpio https://t.co/MbbvF3FwhD
1369,2,Late night run (@ Busch's Fresh Food Market) http://t.co/OqcAjb2y
1370,13,#Swing @brodster37  @Simon_Miller32  @Alex_Hug52
1371,0,New Walking Dead in 7 minutes
1372,20,Stopping for some workout gear! Lock code: PAOS  #bikethecass #getthatrunon #midtown @ RUNdetroit https://t.co/VcBUyvUWW4
1373,13,Beautiful morning for a bicycle ride!\n\n#belleisle #laborday #getoutside #detroit @ Belle Isle‰€_ https://t.co/PvAqrfvMcq
1374,14,did clowney really just run a 4.47 40 yard??
1375,2,"Super awesome of the vet givin' the rookie from Nebraska some advice. ""it's a marathon, not a sprint."" #triplerush"
1376,5,A year ago today I got ejected from my first baseball game ’Ê_’ü‚
1377,18,Ohweeeee look look look got some seeds from my basil plant how cool the little black seeds come out‰€_ https://t.co/uyLwVN1Vei
1378,17,Mary is ready for her lacrosse debut on Tuesday!  I'm so excited for her! #lacrosse #girlslacrosse‰€_ http://t.co/fjM9l2U69b
1379,17,"When in doubt, run.  Damn that felt good.  #RoadWork"
1380,16,"Why Peighton and I cant work out together. http://t.co/0gC6uS24QW"""
1381,22,Kicking some butt yea big fights #NotreDame #football
1382,3,Having a slumber party for my birthday and I'm walking around like this’Ê_’±†’Ê_’±† and all the girls gotta do‰€_ http://t.co/zXqg5FnnXn
1383,23,Cleaning ’Ê_’_»
1384,0,@alwaysTheTOPIC come to volleyball tomorrow I saw yo name on the list
1385,23,Hype to ride my bike to school on Thursday.
1386,21,I'm so sore I feel like I'm walking like a penguin (who for the record don't have knees)
1387,5,@emoona_samoona at least my baking skills are awesome. It's much more fun to bake than cook :P
1388,20,These blue strips got me doing the money dance
1389,12,@TeamD3_Official can you guys tell me where i can watch 1st 250 episodes of dil dosti dance. Or any place where i can buy all episodes.
1390,17,Mr. Soules walked into Keast's room and everyone started clapping ’Ê_’ü‚’Ê_’ü‚’Ê_’ü‚
1391,18,Watch this gorgeous video shot by the Motor City Drone Co. of last week's #SlowRollDetroit. #cycling #biking \n\nhttps://t.co/aX9gzgjnps
1392,0,Landslide Skate Park's new selection @landslidesk8 #landslideskatepark #skateboard #skate #skateboards‰€_ http://t.co/mc0JFrJn5l
1393,15,BreakLoose International 1st Annual Softball Fundraiser!\n\nSunday August 28th 9am\n$250 Entry Fee (per team)\nDouble... https://t.co/BYsJLk5wdR
1394,22,My gym bro is several thousand miles away and isn't coming back
1395,19,Today serves as my one year fitness anniversary - I'm looking forward to many more!! #fitfam http://t.co/GC8l2bwG99
1396,18,@krbuschman I plan on it. :) #drinking #fishing #skiing
1397,2,Baked Garlic Parmesan Chicken is one of those everyone-should-know-how-to-make recipes. It‰€™s easy an http://t.co/ZkhjKPptU6
1398,2,I added a video to a @YouTube playlist https://t.co/QRjHoBbcN5 Are You Sure We Teach the Shooting - Holger Geschwindner - Basketball
1399,16,And if you can't walk less than a mile that's just fucking sad.
1400,21,"It takes a strong man of God to walk in his own truth and fulfill his destiny, but it takes a king to lead others... https://t.co/ry3Qj6etqi"
1401,19,Discovered an abandoned auto repair building today just snooping .Made a new friend as well https://t.co/yrAZHHrBS2
1402,0,"To be honest, I miss walking through the door &amp; having Sadie greet me wagging her tail &amp; such_"
1403,17,Miami Horror came on shuffle today and I've been dancing ever since
1404,22,WXYZ: Zero-interest home loan repair program unveiled: Judy Richardson has lived in her Detroit home ... http://t.co/mRQSF85f4V #detroit
1405,1,I cleaned I cooked gave bree a bath took a shower I jus wanna lay down
1406,8,"Swear when my girls in the kitchen cooking, ima sneak up behind her with bachata on blast and dance ’Ê_’üù’Ê_’üç lol"
1407,21,Love it #baseball mom http://t.co/dhcivxwFg4
1408,17,Walked into the wrong classroom today. Yeah. It's one of those days
1409,14,"First stop on my coffee shop hop! So pumped. #Detroit (@ Roasting Plant in Detroit, MI) https://t.co/wLs90cmcKn"
1410,18,Lmfao this game makes me wanna play snow football so bad
1411,23,Texas would be so good this year if they could learn how to play defense and stop a goddamn run. Just pathetic to watch play after play.
1412,20,@Jake_Dudek dude I love paint ball I'm so serious
1413,17,You may find yourself juggling conflicting agendas today. You ... More for Aquarius http://t.co/7lKKOvurTJ
1414,2,@Brandonholla we can cook !!!
1415,0,#Cubs should have more than just 1 run on the board
1416,2,Love these gym sessions. Great new habit #getsome
1417,19,Famous dex really stripped and crowd surfed in nothing but preme boxer briefs lmfaoooooo
1418,23,I hate golf
1419,1,All that for 1 run
1420,1,Troy High JV football plays Athens tomorrow home at 6:30 pm. Come on out to support the team. #gocolts
1421,17,WAKING UP THIS MORNING!NOT THAT BUSY TODAY BUT WALK AROUND FOR MY 8 YEAR OLD HAS SOMEBODY TO PLAY WITH  NOVEMBER 9 2013 SATURDAY.
1422,20,Beautiful Stairs...\nwww.mindofq.com/willworkforclothes
1423,0,Today I ate an apple and walked my dogs for 3.1 miles so I guess you can say I'm the epitome of health and fitness ’Ê_’_Å’Ê_’ÀÈ
1424,18,"First you get a swimming pool full of Starbucks, then you diiiiive in it."
1425,20,"#LyricsILIKETOSCREAM .... COME OUT OF THE CAVE WALKING ON YOU'RE HANDS, AND SEE THE WORLD HANGING UPSIDE DOWN"
1426,3,Omari trying his best to wake London up I'm abt to karate chop his young ass
1427,0,Do you dance like Drake? #umm #wtf #startrek https://t.co/lvTCUoy9Z9
1428,7,#2nightsDINNER #Nachos #Mb Ill cook for you 1day!!! http://t.co/7V5Nc5txiK
1429,3,Listen to It's Like That by Run-DMC on #AppleMusic.\nhttps://t.co/8ySdGqm8SZ https://t.co/8ySdGqm8SZ
1430,18,Cory Monteith marathon :) RIP ‰™Ç Jessie's Girl (Glee Cast Version) ‰€“ Glee Cast http://t.co/ArW6Esb5dO #NowPlaying
1431,23,Make sure yall come out Tonight! Collegiate 100 Basketball Tournament in‰€_ https://t.co/JkHaSggKhu
1432,3,Enjoying this 12 day Simpson's marathon haha
1433,12,I can't even walk
1434,23,Hockey is literally life and if you don't agree you're probably a pussy
1435,4,Experienced Electronics services \n45$ software and cleaning \n45$ for hardware repair plus cost of parts expenses.... http://t.co/2EZQT5RTjM
1436,1,Dirks appears to get very good jumps and runs good OF routes. Quintin Berry should learn from it so he can help the AAA team he's with in 13
1437,21,"Plymouth Y Father's Day Run images @ http://t.co/SYUvJJzB7L, video @ http://t.co/R0jzgXe3Vh &amp; select images submitted to Michigan Runner"
1438,1,I just want to go to a pumpkin patch and carve pumpkins and eat a caramel apple and drink some apple cider.. ’Ê_’_ƒ’Ê_’__’Ê_’_‚
1439,17,Try something new like Shotokan Karate.\nJoin today!\nhttp://t.co/aFKxwHYC
1440,5,@ClueHeywood Oy. DST and Cook are bargains. Cam is market rate. Everything else...
1441,20,4/27/15 8:15 CRUSHERS!  http://t.co/4X7nZmIeYo #crossfit #countryspiritcrossfit #fitness‰€_ https://t.co/sh2REuHgdF
1442,15,Need a little more #workout #inspiration and want some #health &amp; #fitness #tips? Follow #9Round on #Pinterest! https://t.co/Nrl6V21TJO
1443,23,Man. Taking the jet ski to deliver these pizzas. Right. (@ Andy's Pizza &amp; Subs) http://t.co/n1Igt5zzPv
1444,1,Here's a cute painting for a great cause!  Pints &amp; Paint is supporting Relay for Life by working with team... https://t.co/Fia1FJheeD
1445,0,"@EdGx3 Marquita got me doing weight training, Zumba & Step Aerobics 4-5 days per week! Did abs, upper & lower body 2day. I'm hurtin... :("
1446,17,this bitch is telling me she doesnt wear make up bc it ages your skin as she is walking out to go smoke a cig ummm
1447,21,"Had such an incredible time golfing (I just rode the cart) today in Cabo! The most beautiful course, pictures really don't do it justice."
1448,13,"Starting the day off right TGIF all (@ Wake N Bake in Warren, MI w/ @rhine1rhine @jvlewis77 @kennethrivers47) https://t.co/z259cTYLY4"
